,customer_id,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment,CLASS
1212,16611,46,2,93.61000000000001,2,1,1,211,One-timer,COPPER
1214,16662,74,2,122.00000000000001,2,1,1,211,One-timer,COPPER
1215,16664,42,3,30.18,2,1,1,211,One-timer,TIN
1224,16810,0,3,101.79,3,1,1,311,One-timer,COPPER
1225,16862,67,1,0.2,2,1,1,211,One-timer,CHEAP
1229,16906,23,2,7.5,3,1,1,311,One-timer,CHEAP
1230,16914,6,3,21.490000000000002,3,1,1,311,One-timer,TIN
1232,16930,20,3,7.430000000000001,3,1,1,311,One-timer,CHEAP
1233,16933,71,2,10.129999999999999,2,1,1,211,One-timer,CHEAP
1237,16999,3,1,287.98,3,1,1,311,One-timer,COPPER
1238,17006,58,3,40.72,2,1,1,211,One-timer,TIN
1242,17038,34,3,9.9,3,1,1,311,One-timer,CHEAP
1243,17047,62,1,12.44,2,1,1,211,One-timer,CHEAP
1245,17092,6,2,85.66,3,1,1,311,One-timer,COPPER
1254,17266,51,1,7.95,2,1,1,211,One-timer,CHEAP
1260,17378,48,1,1.8,2,1,1,211,One-timer,CHEAP
1262,17384,1,2,94.63,3,1,1,311,One-timer,COPPER
1268,17434,57,1,19.99,2,1,1,211,One-timer,TIN
1273,17464,29,2,15.49,3,1,1,311,One-timer,CHEAP
1275,17493,50,2,34.14,2,1,1,211,One-timer,TIN
1276,17512,30,3,78.28999999999999,3,1,1,311,One-timer,COPPER
1279,17531,28,1,1.55,3,1,1,311,One-timer,CHEAP
1280,17554,44,1,9.99,2,1,1,211,One-timer,CHEAP
1281,17556,5,2,44.230000000000004,3,1,1,311,One-timer,TIN
1284,17580,5,3,21.200000000000003,3,1,1,311,One-timer,TIN
1285,17587,41,1,6.4,2,1,1,211,One-timer,CHEAP
1292,17665,45,2,17.150000000000002,2,1,1,211,One-timer,TIN
1295,17698,71,2,6.390000000000001,2,1,1,211,One-timer,CHEAP
1297,17711,46,2,18.880000000000003,2,1,1,211,One-timer,TIN
1305,17780,12,3,17.099999999999998,3,1,1,311,One-timer,TIN
1307,17785,59,3,123.74000000000001,2,1,1,211,One-timer,COPPER
1308,17786,63,3,167.75,2,1,1,211,One-timer,COPPER
1310,17822,24,2,12.98,3,1,1,311,One-timer,CHEAP
1315,17880,66,1,8.4,2,1,1,211,One-timer,CHEAP
1316,17910,4,3,8.7,3,1,1,311,One-timer,CHEAP
1319,17949,3,2,1450.29,3,1,2,312,One-timer,COPPER
1325,17977,57,2,3.8,2,1,1,211,One-timer,CHEAP
1330,18028,10,2,12.850000000000001,3,1,1,311,One-timer,CHEAP
1332,18033,12,1,7.1000000000000005,3,1,1,311,One-timer,CHEAP
1333,18045,35,3,38.480000000000004,2,1,1,211,One-timer,TIN
1334,18055,37,1,16.99,2,1,1,211,One-timer,TIN
1348,18234,20,1,6.99,3,1,1,311,One-timer,CHEAP
1354,18352,35,1,17.240000000000002,2,1,1,211,One-timer,TIN
1356,18359,22,1,70.87,3,1,1,311,One-timer,COPPER
1358,18375,22,2,75.89000000000001,3,1,1,311,One-timer,COPPER
1360,18422,23,2,29.96,3,1,1,311,One-timer,TIN
1362,18433,10,2,47.45,3,1,1,311,One-timer,TIN
1364,18453,1,2,12.46,3,1,1,311,One-timer,CHEAP
1366,18528,56,1,8.98,2,1,1,211,One-timer,CHEAP
1368,18534,11,3,39.72,3,1,1,311,One-timer,TIN
1372,18604,45,3,96.39000000000001,2,1,1,211,One-timer,COPPER
1373,18605,57,3,36.5,2,1,1,211,One-timer,TIN
1376,18627,59,2,25.03,2,1,1,211,One-timer,TIN
1378,18684,11,1,11.95,3,1,1,311,One-timer,CHEAP
1380,18699,35,1,79.92,2,1,1,211,One-timer,COPPER
1381,18717,67,1,13.49,2,1,1,211,One-timer,CHEAP
1382,18772,43,1,2.49,2,1,1,211,One-timer,CHEAP
1386,18869,3,3,73.28,3,1,1,311,One-timer,COPPER
1388,18941,63,1,15.930000000000001,2,1,1,211,One-timer,TIN
1389,18944,4,3,27.89,3,1,1,311,One-timer,TIN
1391,18988,72,2,39.3,2,1,1,211,One-timer,TIN
1392,18989,62,1,1786.89,2,1,3,213,One-timer,COPPER
1400,19099,69,2,159.37,2,1,1,211,One-timer,COPPER
1401,19100,0,3,21.400000000000002,3,1,1,311,One-timer,TIN
1406,19166,24,1,22.37,3,1,1,311,One-timer,TIN
1408,19184,32,1,1.5,3,1,1,311,One-timer,CHEAP
1414,19292,1,3,83.75,3,1,1,311,One-timer,COPPER
1415,19295,36,3,504.23999999999995,2,1,2,212,One-timer,COPPER
1417,19345,22,3,32.029999999999994,3,1,1,311,One-timer,TIN
1420,19372,30,3,32.99,3,1,1,311,One-timer,TIN
1422,19387,5,3,16.29,3,1,1,311,One-timer,TIN
1424,19413,67,1,24.58,2,1,1,211,One-timer,TIN
1426,19462,44,3,137.24,2,1,1,211,One-timer,COPPER
1430,19529,3,3,24.380000000000003,3,1,1,311,One-timer,TIN
1432,19543,66,2,3.69,2,1,1,211,One-timer,CHEAP
1436,19619,36,2,36.09,2,1,1,211,One-timer,TIN
1437,19623,4,2,14.0,3,1,1,311,One-timer,CHEAP
1439,19663,70,3,23.96,2,1,1,211,One-timer,TIN
1443,19689,45,2,10.89,2,1,1,211,One-timer,CHEAP
1449,19735,45,2,56.5,2,1,1,211,One-timer,TIN
1451,19800,71,2,100.08999999999999,2,1,1,211,One-timer,COPPER
1453,19844,7,2,401.15999999999997,3,1,1,311,One-timer,COPPER
1456,19878,31,2,11.82,3,1,1,311,One-timer,CHEAP
1457,19885,24,2,46.49,3,1,1,311,One-timer,TIN
1458,19926,0,2,19.54,3,1,1,311,One-timer,TIN
1460,19936,7,1,11.9,3,1,1,311,One-timer,CHEAP
1461,19977,30,1,12.850000000000001,3,1,1,311,One-timer,CHEAP
1462,20006,37,1,20.18,2,1,1,211,One-timer,TIN
1463,20010,35,1,27.610000000000003,2,1,1,211,One-timer,TIN
1468,20083,53,3,35.96,2,1,1,211,One-timer,TIN
1470,20107,66,2,27.84,2,1,1,211,One-timer,TIN
1472,20115,47,1,52.78,2,1,1,211,One-timer,TIN
1474,20141,65,2,16.439999999999998,2,1,1,211,One-timer,TIN
1475,20170,51,2,32.82,2,1,1,211,One-timer,TIN
1479,20207,51,3,81.09,2,1,1,211,One-timer,COPPER
1480,20211,12,3,13.69,3,1,1,311,One-timer,CHEAP
1482,20240,19,1,38.45,3,1,1,311,One-timer,TIN
1484,20305,21,3,24.05,3,1,1,311,One-timer,TIN
1485,20327,69,1,32.65,2,1,1,211,One-timer,TIN
1486,20362,31,2,29.75,3,1,1,311,One-timer,TIN
1487,20369,11,3,456.69999999999993,3,1,1,311,One-timer,COPPER
1489,20380,1,2,22.48,3,1,1,311,One-timer,TIN
1490,20400,22,2,15.84,3,1,1,311,One-timer,CHEAP
1493,20410,5,2,42.18000000000001,3,1,1,311,One-timer,TIN
1500,20482,68,3,15.530000000000001,2,1,1,211,One-timer,CHEAP
1506,20678,48,2,12.8,2,1,1,211,One-timer,CHEAP
1509,20763,22,1,1.45,3,1,1,311,One-timer,CHEAP
1514,20883,28,2,115.74000000000001,3,1,1,311,One-timer,COPPER
1525,21025,13,2,5.85,3,1,1,311,One-timer,CHEAP
1526,21057,36,3,7.6000000000000005,2,1,1,211,One-timer,CHEAP
1529,21080,6,3,4.7700000000000005,3,1,1,311,One-timer,CHEAP
1531,21106,6,2,41.85,3,1,1,311,One-timer,TIN
1535,21127,20,2,26.439999999999998,3,1,1,311,One-timer,TIN
1537,21182,3,2,26.380000000000006,3,1,1,311,One-timer,TIN
1540,21220,67,1,11.18,2,1,1,211,One-timer,CHEAP
1541,21273,49,1,13.5,2,1,1,211,One-timer,CHEAP
1542,21288,20,2,10.3,3,1,1,311,One-timer,CHEAP
1544,21307,47,2,249.28000000000003,2,1,1,211,One-timer,COPPER
1545,21347,3,3,157.53000000000003,3,1,1,311,One-timer,COPPER
1546,21353,5,1,19.99,3,1,1,311,One-timer,TIN
1548,21362,13,1,12.2,3,1,1,311,One-timer,CHEAP
1551,21433,21,2,95.0,3,1,1,311,One-timer,COPPER
1552,21451,70,2,18.099999999999998,2,1,1,211,One-timer,TIN
1553,21461,12,3,29.380000000000003,3,1,1,311,One-timer,TIN
1554,21484,35,1,34.56,2,1,1,211,One-timer,TIN
1555,21490,65,3,38.28,2,1,1,211,One-timer,TIN
1557,21527,49,2,100.68,2,1,1,211,One-timer,COPPER
1558,21528,37,2,116.99,2,1,1,211,One-timer,COPPER
1565,21641,3,3,192.68,3,1,1,311,One-timer,COPPER
1567,21659,4,1,5.6,3,1,1,311,One-timer,CHEAP
1573,21705,70,1,19.99,2,1,1,211,One-timer,TIN
1580,21779,4,2,169.79000000000002,3,1,1,311,One-timer,COPPER
1586,21842,45,1,3.0,2,1,1,211,One-timer,CHEAP
1588,21850,30,1,93.69999999999999,3,1,1,311,One-timer,COPPER
1589,21883,35,3,19.88,2,1,1,211,One-timer,TIN
1590,21894,57,3,34.64,2,1,1,211,One-timer,TIN
1591,21902,31,2,31.18,3,1,1,311,One-timer,TIN
1595,21981,21,1,1.19,3,1,1,311,One-timer,CHEAP
1598,22049,5,2,13.0,3,1,1,311,One-timer,CHEAP
1599,22073,5,2,97.30000000000001,3,1,1,311,One-timer,COPPER
1604,22116,69,2,404.86,2,1,1,211,One-timer,COPPER
1606,22134,46,3,13.290000000000001,2,1,1,211,One-timer,CHEAP
1614,22247,45,2,31.73,2,1,1,211,One-timer,TIN
1620,22312,28,3,46.839999999999996,3,1,1,311,One-timer,TIN
1628,22366,46,1,2.2,2,1,1,211,One-timer,CHEAP
1630,22385,65,3,7.790000000000001,2,1,1,211,One-timer,CHEAP
1631,22423,24,1,39.9,3,1,1,311,One-timer,TIN
1632,22436,42,2,22.060000000000002,2,1,1,211,One-timer,TIN
1634,22477,34,2,151.44,3,1,1,311,One-timer,COPPER
1635,22491,58,1,1.85,2,1,1,211,One-timer,CHEAP
1636,22522,61,1,6.99,2,1,1,211,One-timer,CHEAP
1640,22547,35,1,14.98,2,1,1,211,One-timer,CHEAP
1646,22613,52,2,8.940000000000001,2,1,1,211,One-timer,CHEAP
1648,22693,45,2,31.990000000000002,2,1,1,211,One-timer,TIN
1652,22728,32,1,3.45,3,1,1,311,One-timer,CHEAP
1653,22738,65,3,39.46,2,1,1,211,One-timer,TIN
1655,22747,26,3,60.349999999999994,3,1,1,311,One-timer,COPPER
1664,22836,68,3,195.5,2,1,1,211,One-timer,COPPER
1669,22927,29,1,19.9,3,1,1,311,One-timer,TIN
1670,22929,6,3,136.29000000000002,3,1,1,311,One-timer,COPPER
1671,22936,25,2,11.49,3,1,1,311,One-timer,CHEAP
1675,22992,46,3,8.59,2,1,1,211,One-timer,CHEAP
1683,23069,68,3,140.25,2,1,1,211,One-timer,COPPER
1684,23096,31,1,72.88,3,1,1,311,One-timer,COPPER
1687,23131,4,2,19.630000000000003,3,1,1,311,One-timer,TIN
1688,23164,33,2,38.15,3,1,1,311,One-timer,TIN
1697,23308,73,3,18.71,2,1,1,211,One-timer,TIN
1699,23350,27,3,22.37,3,1,1,311,One-timer,TIN
1702,23361,25,2,42.089999999999996,3,1,1,311,One-timer,TIN
1703,23369,30,3,7.5,3,1,1,311,One-timer,CHEAP
1705,23384,19,1,934.9,3,1,2,312,One-timer,COPPER
1706,23394,56,2,7.300000000000001,2,1,1,211,One-timer,CHEAP
1707,23409,73,1,128.08,2,1,1,211,One-timer,COPPER
1712,23467,60,2,3.73,2,1,1,211,One-timer,CHEAP
1714,23487,7,3,63.96,3,1,1,311,One-timer,COPPER
1716,23532,1,2,45.169999999999995,3,1,1,311,One-timer,TIN
1719,23575,22,2,32.58,3,1,1,311,One-timer,TIN
1720,23583,52,1,3.65,2,1,1,211,One-timer,CHEAP
1727,23675,1,2,37.0,3,1,1,311,One-timer,TIN
1728,23678,27,1,2.5,3,1,1,311,One-timer,CHEAP
1730,23704,69,1,198.9,2,1,1,211,One-timer,COPPER
1731,23753,51,3,28.799999999999997,2,1,1,211,One-timer,TIN
1738,23923,52,2,85.33,2,1,1,211,One-timer,COPPER
1739,23928,66,2,48.980000000000004,2,1,1,211,One-timer,TIN
1744,24022,24,1,4.5,3,1,1,311,One-timer,CHEAP
1745,24026,3,3,143.71,3,1,1,311,One-timer,COPPER
1749,24085,22,3,101.83,3,1,1,311,One-timer,COPPER
1750,24089,21,1,12.98,3,1,1,311,One-timer,CHEAP
1754,24115,7,1,1.85,3,1,1,311,One-timer,CHEAP
1762,24243,65,1,2.99,2,1,1,211,One-timer,CHEAP
1763,24268,30,3,114.62,3,1,1,311,One-timer,COPPER
1764,24274,3,2,72.37,3,1,1,311,One-timer,COPPER
1766,24280,69,2,46.88999999999999,2,1,1,211,One-timer,TIN
1773,24340,68,2,63.309999999999995,2,1,1,211,One-timer,COPPER
1778,24407,6,1,9.47,3,1,1,311,One-timer,CHEAP
1780,24414,27,1,5.98,3,1,1,311,One-timer,CHEAP
1781,24431,52,2,8.59,2,1,1,211,One-timer,CHEAP
1782,24441,34,3,38.43,3,1,1,311,One-timer,TIN
1783,24446,66,3,209.44,2,1,1,211,One-timer,COPPER
1785,24459,7,1,0.2,3,1,1,311,One-timer,CHEAP
1786,24473,28,3,35.949999999999996,3,1,1,311,One-timer,TIN
1788,24525,26,3,89.59,3,1,1,311,One-timer,COPPER
1789,24535,47,2,282.62,2,1,1,211,One-timer,COPPER
1790,24541,27,2,43.66,3,1,1,311,One-timer,TIN
1797,24613,63,1,0.5,2,1,1,211,One-timer,CHEAP
1798,24627,24,3,36.09,3,1,1,311,One-timer,TIN
1802,24654,72,1,5.9,2,1,1,211,One-timer,CHEAP
1807,24758,64,2,428.55,2,1,1,211,One-timer,COPPER
1809,24804,13,1,6.95,3,1,1,311,One-timer,CHEAP
1812,24845,34,3,0.55,3,1,1,311,One-timer,CHEAP
1814,24901,46,3,30.7,2,1,1,211,One-timer,TIN
1816,24908,70,3,59.95,2,1,1,211,One-timer,COPPER
1820,24950,5,3,27.450000000000003,3,1,1,311,One-timer,TIN
1824,24978,37,1,4.99,2,1,1,211,One-timer,CHEAP
1826,25006,5,1,13.440000000000001,3,1,1,311,One-timer,CHEAP
1829,25070,71,1,20.66,2,1,1,211,One-timer,TIN
1832,25098,62,1,106.57,2,1,1,211,One-timer,COPPER
1836,25135,69,3,1214.91,2,1,2,212,One-timer,COPPER
1837,25175,61,1,0.2,2,1,1,211,One-timer,CHEAP
1839,25187,29,3,49.980000000000004,3,1,1,311,One-timer,TIN
1842,25217,28,2,46.029999999999994,3,1,1,311,One-timer,TIN
1845,25276,11,3,84.19999999999999,3,1,1,311,One-timer,COPPER
1848,25343,19,1,119.99,3,1,1,311,One-timer,COPPER
1849,25346,7,2,47.86000000000001,3,1,1,311,One-timer,TIN
1850,25385,45,1,18.49,2,1,1,211,One-timer,TIN
1852,25413,3,2,16.48,3,1,1,311,One-timer,TIN
1854,25446,35,1,14.49,2,1,1,211,One-timer,CHEAP
1855,25451,23,1,7.95,3,1,1,311,One-timer,CHEAP
1858,25474,57,1,0.2,2,1,1,211,One-timer,CHEAP
1865,25563,40,2,42.44,2,1,1,211,One-timer,TIN
1866,25639,22,1,60.95,3,1,1,311,One-timer,COPPER
1873,25730,13,2,6.36,3,1,1,311,One-timer,CHEAP
1876,25751,11,2,15.099999999999998,3,1,1,311,One-timer,CHEAP
1877,25759,4,2,16.65,3,1,1,311,One-timer,TIN
1881,25802,13,3,63.33,3,1,1,311,One-timer,COPPER
1887,25851,41,2,13.49,2,1,1,211,One-timer,CHEAP
1889,25897,54,1,84.78,2,1,1,211,One-timer,COPPER
1896,26008,24,1,4.98,3,1,1,311,One-timer,CHEAP
1904,26057,54,1,2.8000000000000003,2,1,1,211,One-timer,CHEAP
1905,26071,4,2,164.58999999999997,3,1,1,311,One-timer,COPPER
1907,26083,54,1,11.2,2,1,1,211,One-timer,CHEAP
1914,26140,54,3,165.59,2,1,1,211,One-timer,COPPER
1917,26204,69,2,37.9,2,1,1,211,One-timer,TIN
1918,26210,24,1,3.95,3,1,1,311,One-timer,CHEAP
1926,26407,32,2,33.72,3,1,1,311,One-timer,TIN
1930,26477,61,1,8.97,2,1,1,211,One-timer,CHEAP
1936,26537,40,1,7.0,2,1,1,211,One-timer,CHEAP
1937,26549,50,2,53.35,2,1,1,211,One-timer,TIN
1941,26609,34,2,45.05,3,1,1,311,One-timer,TIN
1942,26610,10,3,50.47,3,1,1,311,One-timer,TIN
1944,26692,26,2,59.0,3,1,1,311,One-timer,COPPER
1947,26697,34,1,6.99,3,1,1,311,One-timer,CHEAP
1948,26712,1,3,39.370000000000005,3,1,1,311,One-timer,TIN
1949,26726,37,2,23.669999999999998,2,1,1,211,One-timer,TIN
1950,26733,24,2,25.43,3,1,1,311,One-timer,TIN
1951,26744,35,2,111.55,2,1,1,211,One-timer,COPPER
1953,26751,41,2,18.889999999999997,2,1,1,211,One-timer,TIN
1955,26762,65,3,412.43999999999994,2,1,1,211,One-timer,COPPER
1956,26763,57,2,88.96,2,1,1,211,One-timer,COPPER
1963,26869,30,3,514.8399999999999,3,1,2,312,One-timer,COPPER
1969,26924,26,3,134.13000000000002,3,1,1,311,One-timer,COPPER
1972,26968,73,1,7.9,2,1,1,211,One-timer,CHEAP
1976,27093,40,1,8.65,2,1,1,211,One-timer,CHEAP
1979,27117,29,2,253.83999999999997,3,1,1,311,One-timer,COPPER
1981,27141,31,1,16.99,3,1,1,311,One-timer,TIN
1985,27198,18,1,16.9,3,1,1,311,One-timer,TIN
1990,27290,34,1,70.5,3,1,1,311,One-timer,COPPER
1991,27299,50,1,39.97,2,1,1,211,One-timer,TIN
1993,27310,51,1,15.27,2,1,1,211,One-timer,CHEAP
1998,27382,21,3,103.25,3,1,1,311,One-timer,COPPER
2000,27393,52,3,19.73,2,1,1,211,One-timer,TIN
2001,27410,51,2,19.09,2,1,1,211,One-timer,TIN
2003,27439,23,1,17.68,3,1,1,311,One-timer,TIN
2005,27444,19,3,228.0,3,1,1,311,One-timer,COPPER
2009,27492,5,1,19.9,3,1,1,311,One-timer,TIN
2013,27544,10,2,35.67,3,1,1,311,One-timer,TIN
2015,27560,19,2,8.280000000000001,3,1,1,311,One-timer,CHEAP
2016,27565,72,3,88.09,2,1,1,211,One-timer,COPPER
2017,27577,27,3,213.70000000000002,3,1,1,311,One-timer,COPPER
2021,27649,64,1,0.7,2,1,1,211,One-timer,CHEAP
2022,27673,62,2,8.75,2,1,1,211,One-timer,CHEAP
2024,27686,42,1,18.400000000000002,2,1,1,211,One-timer,TIN
2026,27720,19,3,98.56,3,1,1,311,One-timer,COPPER
2031,27775,45,1,79.60000000000001,2,1,1,211,One-timer,COPPER
2033,27786,10,2,16.83,3,1,1,311,One-timer,TIN
2036,27808,20,1,0.2,3,1,1,311,One-timer,CHEAP
2037,27871,44,2,647.9300000000001,2,1,2,212,One-timer,COPPER
2041,27938,24,3,39.13,3,1,1,311,One-timer,TIN
2042,27942,57,3,9.83,2,1,1,211,One-timer,CHEAP
2043,27943,5,1,1.38,3,1,1,311,One-timer,CHEAP
2045,27960,31,1,8.98,3,1,1,311,One-timer,CHEAP
2046,27977,11,2,10.690000000000001,3,1,1,311,One-timer,CHEAP
2051,27994,31,1,6.49,3,1,1,311,One-timer,CHEAP
2053,28011,39,1,3.99,2,1,1,211,One-timer,CHEAP
2062,28122,6,3,35.419999999999995,3,1,1,311,One-timer,TIN
2063,28143,72,1,168.0,2,1,1,211,One-timer,COPPER
2064,28145,53,2,27.939999999999998,2,1,1,211,One-timer,TIN
2065,28162,20,3,332.17,3,1,1,311,One-timer,COPPER
2067,28175,11,1,0.5,3,1,1,311,One-timer,CHEAP
2076,28322,45,2,13.040000000000001,2,1,1,211,One-timer,CHEAP
2078,28359,67,2,43.47,2,1,1,211,One-timer,TIN
2084,28387,18,2,54.5,3,1,1,311,One-timer,TIN
2090,28475,10,2,413.25,3,1,1,311,One-timer,COPPER
2092,28491,26,2,69.48,3,1,1,311,One-timer,COPPER
2093,28494,60,2,14.66,2,1,1,211,One-timer,CHEAP
2095,28515,44,2,7.4,2,1,1,211,One-timer,CHEAP
2106,28639,27,2,33.59,3,1,1,311,One-timer,TIN
2108,28687,42,2,3105.08,2,1,3,213,One-timer,COPPER
2110,28733,37,2,18.2,2,1,1,211,One-timer,TIN
2112,28751,55,3,97.39999999999999,2,1,1,211,One-timer,COPPER
2114,28789,58,2,49.44,2,1,1,211,One-timer,TIN
2116,28820,0,3,25.64,3,1,1,311,One-timer,TIN
2117,28831,3,3,81.80000000000001,3,1,1,311,One-timer,COPPER
2118,28864,45,3,79.50999999999999,2,1,1,211,One-timer,COPPER
2124,28943,52,3,48.099999999999994,2,1,1,211,One-timer,TIN
2127,29014,45,1,3.5500000000000003,2,1,1,211,One-timer,CHEAP
2129,29046,61,3,27.549999999999997,2,1,1,211,One-timer,TIN
2132,29084,32,2,29.230000000000004,3,1,1,311,One-timer,TIN
2139,29155,19,1,26.85,3,1,1,311,One-timer,TIN
2142,29175,54,1,30.75,2,1,1,211,One-timer,TIN
2147,29289,58,2,4.64,2,1,1,211,One-timer,CHEAP
2150,29304,12,1,3.7,3,1,1,311,One-timer,CHEAP
2151,29319,36,1,100.45,2,1,1,211,One-timer,COPPER
2154,29355,31,1,100.0,3,1,1,311,One-timer,COPPER
2158,29379,59,2,1.0,2,1,1,211,One-timer,CHEAP
2165,29467,36,2,98.61000000000001,2,1,1,211,One-timer,COPPER
2166,29475,50,1,265.86,2,1,1,211,One-timer,COPPER
2169,29497,4,3,39.440000000000005,3,1,1,311,One-timer,TIN
2170,29504,1,2,59.28,3,1,1,311,One-timer,COPPER
2171,29515,33,2,24.270000000000003,3,1,1,311,One-timer,TIN
2180,29598,56,1,41.6,2,1,1,211,One-timer,TIN
2181,29638,1,2,330.67999999999995,3,1,1,311,One-timer,COPPER
2187,29713,20,1,2.97,3,1,1,311,One-timer,CHEAP
2190,29754,61,2,5.4,2,1,1,211,One-timer,CHEAP
2199,29835,3,3,65.04,3,1,1,311,One-timer,COPPER
2203,29914,3,3,7.800000000000001,3,1,1,311,One-timer,CHEAP
2206,29948,24,1,77.4,3,1,1,311,One-timer,COPPER
2208,29957,20,1,16.93,3,1,1,311,One-timer,TIN
2220,30086,19,3,43.69,3,1,1,311,One-timer,TIN
2223,30103,5,1,9.9,3,1,1,311,One-timer,CHEAP
2224,30123,59,1,148.02,2,1,1,211,One-timer,COPPER
2226,30134,42,2,25.78,2,1,1,211,One-timer,TIN
2227,30142,18,1,5.890000000000001,3,1,1,311,One-timer,CHEAP
2232,30184,46,2,201.5,2,1,1,211,One-timer,COPPER
2234,30207,11,3,24.9,3,1,1,311,One-timer,TIN
2235,30215,32,1,0.2,3,1,1,311,One-timer,CHEAP
2236,30219,3,1,73.33,3,1,1,311,One-timer,COPPER
2237,30235,45,2,108.08,2,1,1,211,One-timer,COPPER
2239,30262,12,2,26.55,3,1,1,311,One-timer,TIN
2240,30266,34,2,15.23,3,1,1,311,One-timer,CHEAP
2244,30319,22,1,30.839999999999996,3,1,1,311,One-timer,TIN
2250,30418,22,1,89.95,3,1,1,311,One-timer,COPPER
2264,30581,59,2,351.5,2,1,1,211,One-timer,COPPER
2265,30610,27,1,11.34,3,1,1,311,One-timer,CHEAP
2266,30627,45,2,22.39,2,1,1,211,One-timer,TIN
2269,30664,43,2,68.32,2,1,1,211,One-timer,COPPER
2273,30726,67,2,13.82,2,1,1,211,One-timer,CHEAP
2274,30735,56,1,9.9,2,1,1,211,One-timer,CHEAP
2276,30765,56,1,280.0,2,1,1,211,One-timer,COPPER
2279,30816,10,2,18.189999999999998,3,1,1,311,One-timer,TIN
2283,30843,58,3,44.99,2,1,1,211,One-timer,TIN
2291,30910,10,1,27.27,3,1,1,311,One-timer,TIN
2298,30943,22,3,57.15,3,1,1,311,One-timer,COPPER
2305,31003,55,1,6.1000000000000005,2,1,1,211,One-timer,CHEAP
2307,31010,74,3,189.49999999999997,2,1,1,211,One-timer,COPPER
2310,31050,26,3,20.64,3,1,1,311,One-timer,TIN
2314,31106,66,3,188.07000000000002,2,1,1,211,One-timer,COPPER
2321,31165,58,3,552.6700000000001,2,1,2,212,One-timer,COPPER
2322,31179,73,1,1.65,2,1,1,211,One-timer,CHEAP
2326,31229,67,1,10.4,2,1,1,211,One-timer,CHEAP
2328,31242,65,2,18.14,2,1,1,211,One-timer,TIN
2330,31250,10,3,22.14,3,1,1,311,One-timer,TIN
2332,31254,20,3,75.61,3,1,1,311,One-timer,COPPER
2336,31331,19,1,4.45,3,1,1,311,One-timer,CHEAP
2337,31338,23,1,1.49,3,1,1,311,One-timer,CHEAP
2339,31389,4,3,23.110000000000003,3,1,1,311,One-timer,TIN
2341,31454,69,2,0.8,2,1,1,211,One-timer,CHEAP
2342,31460,0,2,67.22,3,1,1,311,One-timer,COPPER
2343,31471,19,3,312.34,3,1,1,311,One-timer,COPPER
2346,31544,45,1,4.49,2,1,1,211,One-timer,CHEAP
2354,31744,70,3,30.099999999999998,2,1,1,211,One-timer,TIN
2356,31801,6,2,128.74,3,1,1,311,One-timer,COPPER
2359,31865,51,1,18.0,2,1,1,211,One-timer,TIN
2361,31894,0,1,5.7,3,1,1,311,One-timer,CHEAP
2362,31895,18,3,114.55,3,1,1,311,One-timer,COPPER
2369,31957,62,1,19.78,2,1,1,211,One-timer,TIN
2382,32088,47,3,3.45,2,1,1,211,One-timer,CHEAP
2387,32126,49,3,564.23,2,1,2,212,One-timer,COPPER
2388,32146,30,2,18.35,3,1,1,311,One-timer,TIN
2389,32153,7,1,139.3,3,1,1,311,One-timer,COPPER
2390,32182,66,3,99.36999999999999,2,1,1,211,One-timer,COPPER
2398,32275,48,1,0.99,2,1,1,211,One-timer,CHEAP
2402,32299,57,1,7.84,2,1,1,211,One-timer,CHEAP
2404,32319,48,3,30.869999999999997,2,1,1,211,One-timer,TIN
2408,32394,1,1,5.300000000000001,3,1,1,311,One-timer,CHEAP
2410,32432,1,3,687.1500000000001,3,1,2,312,One-timer,COPPER
2411,32456,7,2,9.899999999999999,3,1,1,311,One-timer,CHEAP
2416,32480,3,3,36.77,3,1,1,311,One-timer,TIN
2418,32496,57,2,112.24,2,1,1,211,One-timer,COPPER
2421,32521,11,3,1797.72,3,1,3,313,One-timer,COPPER
2423,32538,24,1,170.74,3,1,1,311,One-timer,COPPER
2424,32539,32,3,39.11,3,1,1,311,One-timer,TIN
2427,32586,58,2,12.97,2,1,1,211,One-timer,CHEAP
2432,32607,7,1,4.7,3,1,1,311,One-timer,CHEAP
2433,32610,65,1,5.95,2,1,1,211,One-timer,CHEAP
2438,32662,7,1,3.8899999999999997,3,1,1,311,One-timer,CHEAP
2439,32663,52,1,4.3,2,1,1,211,One-timer,CHEAP
2442,32723,32,2,7.630000000000001,3,1,1,311,One-timer,CHEAP
2445,32800,30,2,5.79,3,1,1,311,One-timer,CHEAP
2446,32831,52,1,0.2,2,1,1,211,One-timer,CHEAP
2451,32876,31,2,118.25,3,1,1,311,One-timer,COPPER
2452,32898,58,3,104.50000000000001,2,1,1,211,One-timer,COPPER
2463,33088,56,1,4.2,2,1,1,211,One-timer,CHEAP
2467,33118,4,2,55.6,3,1,1,311,One-timer,TIN
2468,33132,45,2,31.68,2,1,1,211,One-timer,TIN
2469,33202,23,2,307.5,3,1,1,311,One-timer,COPPER
2474,33286,3,2,111.16,3,1,1,311,One-timer,COPPER
2476,33326,5,1,11.350000000000001,3,1,1,311,One-timer,CHEAP
2479,33370,7,1,19.46,3,1,1,311,One-timer,TIN
2480,33373,44,1,0.2,2,1,1,211,One-timer,CHEAP
2481,33377,52,2,62.589999999999996,2,1,1,211,One-timer,COPPER
