,gender,flag_phone_provided,flag_privacy,region,favorite_store,loyalty_type,loyatlty_status,tenure,age,TBS,Recency,Frequency,Monetary,customer_id,CHURN,CLASS
254,M,0.0,True,LOMBARDIA,17,premium,1,395,38,158.5,22,4,559.83,394058,1,SILVER
255,M,1.0,True,OTHERS,30,standard,1,223,38,80.0,60,4,223.70000000000002,584718,1,SILVER
256,M,0.0,True,LOMBARDIA,12,premium,1,211,38,83.0,42,5,294.25,602865,1,SILVER
257,M,1.0,True,LOMBARDIA,16,premium,1,323,38,94.0,39,5,254.87,32637,1,SILVER
258,F,1.0,True,LIGURIA,1,business standard,1,335,38,72.5,30,5,1133.5,401069,1,SILVER
259,M,1.0,True,OTHERS,24,premium,1,181,38,60.0,0,4,274.45,516765,1,SILVER
260,M,1.0,True,PUGLIA,26,business standard,1,39,38,7.5,1,5,1013.7999999999998,877822,0,SILVER
261,F,1.0,False,VENETO,5,business standard,1,26,38,12.0,0,5,244.83,898073,0,SILVER
262,M,1.0,True,LIGURIA,20,standard,1,385,38,142.5,71,4,603.9,261770,1,SILVER
263,F,1.0,True,SICILIA,7,premium,1,281,38,68.66666666666667,12,4,275.93,491419,1,SILVER
264,F,0.0,True,UMBRIA,9,premium,1,169,38,37.333333333333336,59,5,410.44000000000005,672697,1,SILVER
265,M,1.0,True,OTHERS,43,business standard,1,462,38,98.0,37,4,267.91,146097,1,SILVER
266,F,1.0,True,LAZIO,33,business standard,1,36,38,6.0,28,4,383.40999999999997,883895,1,SILVER
267,F,1.0,True,LOMBARDIA,34,standard,1,439,38,68.66666666666667,33,4,1000.42,191871,1,SILVER
268,M,1.0,True,LOMBARDIA,23,standard,1,298,38,76.33333333333333,10,4,399.65999999999997,464459,1,SILVER
269,F,1.0,True,OTHERS,33,standard,1,32,38,9.0,13,5,253.73999999999998,889308,1,SILVER
270,F,1.0,True,LAZIO,42,business standard,1,412,38,97.5,27,4,476.38,249049,1,SILVER
271,F,1.0,True,PUGLIA,31,premium,1,198,38,50.333333333333336,45,4,767.16,624544,1,SILVER
272,F,1.0,True,PUGLIA,24,standard,1,55,39,4.5,32,5,221.05,851260,1,SILVER
273,F,1.0,True,LAZIO,33,premium,1,248,39,59.5,8,5,285.05,542883,1,SILVER
274,F,1.0,True,CAMPANIA,1,business standard,1,234,39,43.75,56,5,1005.19,565669,1,SILVER
275,M,1.0,True,CAMPANIA,3,premium,1,287,39,89.33333333333333,62,4,240.27,406996,1,SILVER
276,M,1.0,False,PIEMONTE,2,standard,1,367,39,23.0,13,4,319.16999999999996,340522,0,SILVER
277,F,1.0,True,VENETO,18,standard,1,360,39,109.33333333333333,31,4,544.99,352983,1,SILVER
278,F,1.0,True,LOMBARDIA,10,business premium,1,171,39,71.5,27,4,718.6300000000001,481,1,SILVER
279,M,1.0,True,LAZIO,33,premium,1,22,39,4.666666666666667,7,5,918.3199999999999,904709,0,SILVER
280,F,1.0,True,LOMBARDIA,49,standard,1,157,39,30.0,65,5,410.5,709916,1,SILVER
281,M,0.0,True,PUGLIA,31,premium,1,227,39,55.333333333333336,59,4,263.9,576177,1,SILVER
282,F,1.0,True,PIEMONTE,1,standard,1,300,39,9.0,26,5,370.84,461062,1,SILVER
283,F,1.0,False,FRIULI VENEZIA GIULIA,4,business standard,1,222,39,78.5,46,4,636.7,585969,1,SILVER
284,F,1.0,True,SICILIA,6,premium,1,90,39,6.666666666666667,69,4,497.3,799954,1,SILVER
285,F,1.0,True,PIEMONTE,30,standard,1,93,39,13.0,7,4,321.35,795326,1,SILVER
286,M,1.0,True,PIEMONTE,1,standard,1,57,40,14.0,5,4,353.88,849345,1,SILVER
287,F,1.0,True,LAZIO,13,premium,1,26,40,6.0,19,4,292.05,897357,0,SILVER
288,F,1.0,True,LOMBARDIA,49,premium,1,311,40,79.33333333333333,72,4,647.36,441888,1,SILVER
289,M,1.0,True,LOMBARDIA,8,standard,1,87,40,15.666666666666666,10,4,406.43999999999994,794135,1,SILVER
290,M,1.0,True,VENETO,44,standard,1,376,40,109.66666666666667,31,4,299.9,322653,1,SILVER
291,F,1.0,True,PIEMONTE,45,standard,1,387,40,94.66666666666667,49,4,646.2199999999999,297706,1,SILVER
292,M,1.0,True,LOMBARDIA,30,premium,1,39,40,16.0,11,5,1358.17,64170,0,SILVER
293,M,1.0,True,LAZIO,39,standard,1,117,40,11.5,68,5,532.0,39134,1,SILVER
294,F,1.0,True,SICILIA,7,standard,1,349,40,126.5,66,4,253.26,375327,1,SILVER
295,F,1.0,True,EMILIA ROMAGNA,14,business standard,1,195,40,74.0,24,5,230.07999999999998,94775,1,SILVER
296,M,1.0,True,PIEMONTE,45,premium,1,198,40,63.0,70,4,739.49,624804,1,SILVER
297,F,0.0,True,LOMBARDIA,36,business premium,1,212,40,37.666666666666664,69,4,398.71000000000004,602214,1,SILVER
298,M,1.0,True,LAZIO,33,standard,1,180,40,57.666666666666664,4,5,293.16,658458,1,SILVER
299,F,1.0,True,LOMBARDIA,10,standard,1,24,41,5.0,13,4,409.96000000000004,901766,0,SILVER
300,F,1.0,True,VENETO,18,standard,1,436,41,95.33333333333333,73,4,272.21000000000004,198705,1,SILVER
301,F,1.0,True,LAZIO,29,premium,1,197,41,52.666666666666664,36,4,1446.04,33958,1,SILVER
302,M,1.0,True,CAMPANIA,7,business standard,1,224,41,50.0,22,4,290.86,19079,1,SILVER
303,M,1.0,True,MARCHE,9,premium,1,185,41,86.0,4,4,799.89,647911,1,SILVER
304,F,1.0,True,TOSCANA,47,premium,1,341,41,102.66666666666667,18,4,558.02,389694,1,SILVER
305,M,1.0,True,SICILIA,6,standard,1,184,42,6.5,35,4,470.37,651236,1,SILVER
306,M,0.0,True,LAZIO,33,premium,1,158,42,25.25,55,5,552.77,610935,1,SILVER
307,M,1.0,True,TOSCANA,9,premium,1,135,42,11.5,74,4,478.38,408415,1,SILVER
308,F,1.0,False,PIEMONTE,45,standard,1,332,42,145.5,39,4,341.69,89559,1,SILVER
309,F,1.0,True,FRIULI VENEZIA GIULIA,4,premium,1,224,42,58.666666666666664,34,4,1038.26,33820,1,SILVER
310,F,1.0,True,PIEMONTE,21,standard,1,78,42,8.0,40,4,409.29,810343,1,SILVER
311,F,1.0,True,LOMBARDIA,12,premium,1,77,42,13.5,3,4,1298.3999999999999,819756,1,SILVER
312,F,1.0,True,PUGLIA,26,standard,1,37,42,1.0,22,5,233.11,880973,1,SILVER
313,F,1.0,True,VENETO,18,standard,1,290,42,71.75,1,5,251.85,1428,1,SILVER
314,M,1.0,True,LOMBARDIA,36,premium,1,48,42,14.0,4,4,548.75,30091,0,SILVER
315,M,0.0,True,LAZIO,42,premium,1,80,43,14.0,22,5,430.8399999999999,814321,0,SILVER
316,F,1.0,True,PIEMONTE,2,premium,1,81,43,16.0,4,5,1081.49,813450,0,SILVER
317,F,1.0,True,LOMBARDIA,48,premium,1,135,43,1.6666666666666667,52,4,1692.83,744496,1,SILVER
318,M,1.0,True,VENETO,27,premium,1,234,43,52.666666666666664,48,4,602.3399999999999,564861,1,SILVER
319,F,1.0,True,TOSCANA,19,standard,1,345,43,104.66666666666667,30,5,258.0,381918,1,SILVER
320,M,1.0,True,PUGLIA,31,standard,1,158,43,14.75,1,5,358.31,705956,1,SILVER
321,M,1.0,True,PIEMONTE,45,standard,1,320,44,65.25,30,5,396.8,427031,1,SILVER
322,M,1.0,True,LOMBARDIA,48,standard,1,118,44,7.333333333333333,42,4,259.08000000000004,761125,1,SILVER
323,F,0.0,True,EMILIA ROMAGNA,41,business premium,1,81,44,33.0,21,4,1647.03,28432,1,SILVER
324,M,1.0,True,LOMBARDIA,32,premium,1,325,44,264.0,44,4,235.00000000000003,43789,1,SILVER
325,M,1.0,True,PIEMONTE,2,standard,1,62,44,18.333333333333332,4,4,272.23,840550,1,SILVER
326,F,1.0,True,LOMBARDIA,43,premium,1,443,44,141.5,72,5,694.7099999999999,184900,1,SILVER
327,M,1.0,True,VENETO,22,premium,1,180,44,58.333333333333336,3,4,293.1,658031,1,SILVER
328,F,1.0,True,ABRUZZO,25,premium,1,59,44,11.5,11,5,1057.8400000000001,844652,0,SILVER
329,M,1.0,True,UMBRIA,9,premium,1,325,44,100.33333333333333,23,4,247.52,92365,1,SILVER
330,F,1.0,False,TOSCANA,47,premium,1,267,44,50.0,66,4,453.44999999999993,512201,1,SILVER
331,F,1.0,True,VENETO,22,business premium,1,29,44,11.0,6,4,1201.1000000000001,893780,0,SILVER
332,F,1.0,True,LOMBARDIA,23,premium,1,52,44,15.666666666666666,4,4,684.5900000000001,855761,0,SILVER
333,F,1.0,True,SICILIA,7,premium,1,434,44,101.66666666666667,1,4,325.27,202296,1,SILVER
334,F,1.0,True,LOMBARDIA,30,standard,1,367,44,50.0,69,4,1509.21,89301,1,SILVER
335,M,1.0,False,LOMBARDIA,8,standard,1,28,44,8.666666666666666,0,4,448.06,868922,0,SILVER
336,F,1.0,False,LOMBARDIA,1,standard,1,113,45,8.75,66,5,260.65999999999997,767837,1,SILVER
337,F,1.0,True,SICILIA,7,premium,1,66,45,6.0,44,4,827.62,53758,1,SILVER
338,F,1.0,True,CAMPANIA,38,standard,1,191,45,37.0,52,4,282.18,637635,1,SILVER
339,F,1.0,True,PIEMONTE,2,standard,1,425,45,76.25,32,5,258.85,220058,1,SILVER
340,F,1.0,True,LOMBARDIA,12,premium,1,24,45,3.5,3,5,304.35,880380,0,SILVER
341,M,1.0,True,CAMPANIA,38,standard,1,234,45,51.333333333333336,52,4,242.72,565501,1,SILVER
342,M,1.0,True,PIEMONTE,45,premium,1,192,45,82.0,27,4,320.4,37768,1,SILVER
343,F,1.0,True,SICILIA,1,standard,1,161,45,9.333333333333334,0,4,252.00000000000003,694985,1,SILVER
344,F,1.0,True,VENETO,1,standard,1,51,45,7.5,27,5,302.9600000000001,857115,1,SILVER
345,M,1.0,True,LOMBARDIA,8,premium,1,76,45,5.666666666666667,1,5,356.29999999999995,821382,0,SILVER
346,M,1.0,True,LOMBARDIA,43,standard,1,73,45,13.0,5,4,319.37999999999994,824637,1,SILVER
347,F,1.0,True,OTHERS,24,premium,1,189,45,54.0,26,4,603.96,641097,1,SILVER
348,M,1.0,True,LAZIO,33,premium,1,173,45,44.5,3,5,475.68,35012,1,SILVER
349,F,1.0,True,EMILIA ROMAGNA,14,premium,1,162,45,58.5,40,4,264.82,694229,1,SILVER
350,F,1.0,True,TOSCANA,19,standard,1,268,45,64.66666666666667,73,4,442.89000000000004,510231,1,SILVER
351,F,1.0,True,SICILIA,28,standard,1,59,46,4.0,54,4,243.95,845087,1,SILVER
352,M,1.0,True,SICILIA,28,premium,1,163,46,51.5,57,5,589.63,690800,1,SILVER
353,M,0.0,True,LAZIO,29,premium,1,221,46,61.333333333333336,35,4,272.87,588018,1,SILVER
354,M,1.0,True,LOMBARDIA,49,business standard,1,334,46,161.5,10,4,279.02,29709,1,SILVER
355,M,1.0,True,LAZIO,33,business premium,1,259,46,88.5,18,4,472.48,524546,1,SILVER
356,F,1.0,True,SICILIA,6,premium,1,64,46,26.0,10,4,1145.27,838617,1,SILVER
357,M,1.0,False,LAZIO,38,premium,1,183,46,50.666666666666664,29,4,793.1,653342,1,SILVER
358,F,1.0,True,ABRUZZO,25,premium,1,349,46,85.0,60,5,707.0,375893,1,SILVER
359,F,1.0,True,LOMBARDIA,49,premium,1,367,46,10.5,33,4,327.43,105761,1,SILVER
360,F,1.0,True,PIEMONTE,21,business premium,1,187,46,48.0,13,4,537.0699999999999,93591,1,SILVER
361,F,1.0,True,LOMBARDIA,32,premium,1,66,46,10.0,21,4,228.46999999999997,835379,1,SILVER
362,M,1.0,True,CAMPANIA,1,standard,1,72,46,15.333333333333334,4,4,320.4,826088,1,SILVER
363,F,1.0,True,SICILIA,6,standard,1,247,47,56.0,73,4,438.4,55020,1,SILVER
364,F,1.0,True,EMILIA ROMAGNA,11,premium,1,47,47,14.666666666666666,0,4,1183.85,864049,0,SILVER
365,F,1.0,True,TOSCANA,19,business premium,1,136,47,32.75,3,5,1317.8700000000001,34922,1,SILVER
366,F,1.0,True,NOT_PROVIDED,44,premium,1,44,47,12.666666666666666,4,5,357.39,869997,0,SILVER
367,F,1.0,True,LAZIO,37,business premium,1,52,47,15.333333333333334,5,4,648.5300000000001,855185,1,SILVER
368,F,0.0,True,LAZIO,39,premium,1,164,47,68.5,19,4,219.82999999999998,689439,1,SILVER
369,M,1.0,True,VENETO,27,premium,1,245,47,75.0,4,5,389.35,548226,1,SILVER
370,M,1.0,True,LOMBARDIA,49,business premium,1,176,47,51.0,5,4,491.27000000000004,667398,1,SILVER
371,M,1.0,True,SICILIA,28,premium,1,200,47,90.0,18,4,391.84999999999997,620612,1,SILVER
372,M,1.0,True,LOMBARDIA,34,standard,1,233,47,90.0,52,5,242.74,567342,1,SILVER
373,M,1.0,True,LOMBARDIA,17,standard,1,39,47,9.5,3,4,559.91,877861,0,SILVER
374,M,1.0,True,PUGLIA,46,premium,1,43,47,3.6666666666666665,29,5,724.7399999999999,28362,0,SILVER
375,M,1.0,True,EMILIA ROMAGNA,41,premium,1,53,47,12.75,1,5,720.22,854520,0,SILVER
376,F,1.0,True,EMILIA ROMAGNA,14,business premium,1,319,47,89.66666666666667,36,5,836.27,316405,1,SILVER
377,M,1.0,True,PIEMONTE,2,standard,1,66,48,19.333333333333332,7,4,443.8,834709,0,SILVER
378,M,1.0,True,PIEMONTE,45,standard,1,121,48,20.5,10,5,681.03,716351,0,SILVER
379,M,1.0,True,LAZIO,33,business standard,1,450,48,67.66666666666667,1,4,276.52,73592,0,SILVER
380,F,1.0,True,SICILIA,6,premium,1,58,48,10.0,35,5,348.17999999999995,847734,0,SILVER
381,F,0.0,True,UMBRIA,1,standard,1,147,48,3.0,3,4,391.03999999999996,727706,0,SILVER
382,M,1.0,True,CAMPANIA,3,standard,1,25,48,6.0,5,5,386.46,899713,0,SILVER
383,M,1.0,True,EMILIA ROMAGNA,24,premium,1,185,48,53.0,25,4,326.4800000000001,647399,1,SILVER
384,F,0.0,True,SICILIA,7,premium,1,462,48,76.0,59,4,577.08,53671,1,SILVER
385,M,1.0,True,CAMPANIA,38,business premium,1,188,48,33.75,51,5,400.8,642279,1,SILVER
386,M,1.0,True,EMILIA ROMAGNA,14,standard,1,447,49,3.0,58,5,258.33,175405,1,SILVER
387,F,1.0,True,VENETO,18,premium,1,206,49,12.333333333333334,73,4,2003.4600000000003,564783,1,SILVER
388,M,0.0,False,LOMBARDIA,10,premium,1,463,49,41.0,19,4,1327.89,10765,0,SILVER
389,F,1.0,True,LOMBARDIA,1,premium,1,180,49,32.666666666666664,61,4,1448.38,638853,1,SILVER
390,M,1.0,True,CAMPANIA,38,standard,1,368,49,114.33333333333333,1,5,552.59,337843,0,SILVER
391,F,1.0,False,VENETO,1,premium,1,156,49,36.666666666666664,4,4,348.71000000000004,712341,0,SILVER
392,M,1.0,False,LOMBARDIA,1,standard,1,71,49,14.25,10,5,279.56,827870,0,SILVER
393,M,1.0,True,VENETO,27,standard,1,219,49,3.0,51,4,341.75,477003,1,SILVER
394,F,1.0,True,VENETO,27,premium,1,108,49,25.666666666666668,30,4,506.43,773427,1,SILVER
395,M,1.0,False,LAZIO,1,business standard,1,246,49,52.5,32,5,357.70000000000005,546413,0,SILVER
396,F,1.0,True,CAMPANIA,38,premium,1,390,49,100.66666666666667,23,4,923.95,290999,0,SILVER
397,M,1.0,True,FRIULI VENEZIA GIULIA,4,standard,1,305,50,12.0,0,4,291.03,452750,0,SILVER
398,F,1.0,True,LOMBARDIA,32,premium,1,286,50,68.33333333333333,59,4,343.32,482987,1,SILVER
399,F,1.0,True,LAZIO,39,standard,1,378,50,95.33333333333333,73,4,913.28,320235,1,SILVER
400,F,1.0,False,VENETO,5,premium,1,211,50,73.0,64,4,2092.92,603889,1,SILVER
401,M,1.0,True,OTHERS,24,premium,1,206,50,32.333333333333336,65,5,339.24999999999994,611012,1,SILVER
402,F,1.0,True,SICILIA,7,premium,1,239,50,51.5,31,5,281.88,557870,0,SILVER
403,M,1.0,True,CAMPANIA,3,standard,1,85,50,11.25,31,5,257.32,808618,0,SILVER
404,M,1.0,False,TOSCANA,19,business standard,1,451,50,4.333333333333333,52,4,264.19,11350,0,SILVER
405,F,1.0,True,LOMBARDIA,40,premium,1,148,50,33.0,72,4,455.31,726129,1,SILVER
406,M,1.0,True,PUGLIA,46,standard,1,268,51,19.333333333333332,40,4,277.13,511098,1,SILVER
407,M,0.0,True,EMILIA ROMAGNA,41,premium,1,289,51,53.333333333333336,70,4,1227.9,476599,0,SILVER
408,M,1.0,True,FRIULI VENEZIA GIULIA,4,standard,1,97,51,20.333333333333332,34,4,243.75,789825,0,SILVER
409,M,1.0,True,LAZIO,33,standard,1,440,52,84.33333333333333,4,5,288.52,189354,0,SILVER
410,M,1.0,True,LOMBARDIA,34,business standard,1,91,52,17.25,10,5,227.42000000000002,798601,0,SILVER
411,F,1.0,True,SICILIA,6,premium,1,158,52,57.5,12,4,240.26,703759,0,SILVER
412,M,1.0,True,CAMPANIA,38,premium,1,87,52,9.0,68,5,683.97,42137,1,SILVER
413,F,1.0,True,EMILIA ROMAGNA,11,premium,1,339,52,53.666666666666664,66,5,454.49,392540,0,SILVER
414,F,1.0,True,PUGLIA,26,premium,1,62,52,9.666666666666666,31,4,227.74999999999997,840831,0,SILVER
415,F,1.0,True,SICILIA,7,premium,1,195,53,60.0,53,4,315.72,11967,1,SILVER
416,F,1.0,True,VENETO,27,standard,1,259,53,30.666666666666668,6,5,299.2099999999999,525208,0,SILVER
417,M,1.0,True,FRIULI VENEZIA GIULIA,4,standard,1,117,53,32.0,10,4,232.98000000000002,762543,0,SILVER
418,M,1.0,True,VENETO,18,standard,1,121,53,39.0,4,4,248.46,757474,0,SILVER
419,F,1.0,True,VENETO,1,standard,1,247,53,162.5,31,5,1177.98,357556,1,SILVER
420,F,1.0,True,LOMBARDIA,30,premium,1,220,54,62.333333333333336,24,4,390.25,588723,0,SILVER
421,F,1.0,True,LAZIO,1,premium,1,87,54,28.0,29,4,736.1300000000001,804763,0,SILVER
422,M,1.0,True,LOMBARDIA,1,premium,1,309,54,67.0,24,4,340.82000000000005,446328,0,SILVER
423,M,1.0,False,VENETO,22,premium,1,377,54,27.75,28,5,559.9900000000001,320750,0,SILVER
424,M,1.0,True,LOMBARDIA,1,standard,1,136,54,29.666666666666668,44,5,508.11,743196,0,SILVER
425,M,1.0,True,EMILIA ROMAGNA,41,premium,1,295,55,112.0,1,4,608.38,431410,0,SILVER
426,M,1.0,True,CAMPANIA,38,business standard,1,239,55,50.666666666666664,27,5,234.0,558798,0,SILVER
427,F,1.0,True,CAMPANIA,3,standard,1,169,55,33.0,49,5,327.76,680764,1,SILVER
428,F,1.0,False,LAZIO,39,premium,1,73,55,22.0,5,5,588.93,213175,0,SILVER
429,F,1.0,True,EMILIA ROMAGNA,11,premium,1,168,55,59.0,49,5,290.07,16598,1,SILVER
430,M,1.0,True,PIEMONTE,45,premium,1,86,56,4.0,65,4,539.12,805159,0,SILVER
431,F,0.0,False,TOSCANA,19,standard,1,415,56,41.0,49,5,354.57,103326,0,SILVER
432,M,1.0,True,LAZIO,13,standard,1,109,56,20.5,22,5,271.47,772145,0,SILVER
433,M,1.0,True,PUGLIA,26,business standard,1,151,56,32.25,20,5,417.62,720442,0,SILVER
434,F,1.0,True,EMILIA ROMAGNA,41,premium,1,35,56,9.0,5,4,1480.0900000000001,66855,0,SILVER
435,M,1.0,False,LOMBARDIA,32,premium,1,151,56,36.666666666666664,40,4,328.96000000000004,720565,0,SILVER
436,M,1.0,True,MOLISE,25,business premium,1,107,56,18.666666666666668,50,5,1124.1700000000003,775532,0,SILVER
437,M,1.0,True,ABRUZZO,25,standard,1,172,56,14.0,19,5,265.53000000000003,674000,0,SILVER
438,M,1.0,True,LOMBARDIA,40,standard,1,353,57,84.33333333333333,70,4,372.29999999999995,57550,0,SILVER
439,M,1.0,True,LAZIO,37,standard,1,124,57,9.666666666666666,58,4,434.86999999999995,753611,0,SILVER
440,M,1.0,True,VENETO,44,standard,1,204,57,34.0,55,4,474.46000000000004,614002,0,SILVER
441,M,1.0,True,LOMBARDIA,23,business standard,1,81,57,5.75,56,5,1003.83,38580,0,SILVER
442,M,1.0,False,LOMBARDIA,17,premium,1,90,57,16.333333333333332,23,5,1884.99,53503,0,SILVER
443,M,0.0,False,SICILIA,6,premium,1,124,57,37.333333333333336,11,4,229.86000000000004,754286,0,SILVER
444,M,1.0,False,EMILIA ROMAGNA,24,premium,1,124,57,34.0,21,4,1580.9,651069,0,SILVER
445,M,1.0,False,LAZIO,39,premium,1,185,57,58.0,45,4,435.64000000000004,50090,0,SILVER
446,M,1.0,True,CAMPANIA,38,standard,1,153,57,36.0,7,5,401.22,716972,0,SILVER
447,M,1.0,True,LOMBARDIA,17,premium,1,284,57,42.666666666666664,64,4,1132.0700000000002,76770,0,SILVER
448,M,1.0,True,EMILIA ROMAGNA,41,premium,1,132,57,17.0,32,5,3502.92,88762,0,SILVER
449,M,1.0,True,LOMBARDIA,10,business standard,1,66,58,21.5,22,5,295.79,82073,0,SILVER
450,M,1.0,True,TOSCANA,19,premium,1,171,58,42.666666666666664,41,4,1039.0300000000002,676542,0,SILVER
451,F,1.0,True,CAMPANIA,38,business premium,1,304,58,122.5,49,4,366.23999999999995,454019,1,SILVER
452,F,1.0,True,TOSCANA,1,standard,1,81,58,5.0,65,4,244.48,812977,1,SILVER
453,M,0.0,True,LOMBARDIA,11,premium,1,312,59,77.5,13,5,399.48,50682,0,SILVER
454,M,0.0,True,LIGURIA,20,premium,1,186,59,43.333333333333336,54,4,326.9,13481,0,SILVER
455,M,1.0,False,PUGLIA,1,standard,1,233,59,69.0,18,4,239.85,567484,0,SILVER
456,M,1.0,False,SICILIA,6,premium,1,320,59,86.66666666666667,56,4,313.2,427482,0,SILVER
457,M,1.0,True,SICILIA,7,standard,1,84,59,20.666666666666668,22,5,378.69000000000005,105136,0,SILVER
458,M,1.0,True,LOMBARDIA,15,standard,1,471,59,80.66666666666667,39,4,304.59999999999997,129264,0,SILVER
459,M,1.0,True,LAZIO,33,premium,1,93,60,12.0,53,4,855.8499999999999,796281,0,SILVER
460,F,1.0,False,LOMBARDIA,34,standard,1,304,60,105.0,25,4,392.44,453626,0,SILVER
461,M,1.0,True,PUGLIA,46,standard,1,121,60,25.333333333333332,30,4,261.98,744097,0,SILVER
462,M,1.0,True,LOMBARDIA,49,premium,1,66,60,18.333333333333332,10,5,719.69,41931,0,SILVER
463,M,1.0,True,EMILIA ROMAGNA,41,premium,1,129,61,27.666666666666668,44,4,221.26,750683,0,SILVER
464,F,1.0,False,LOMBARDIA,30,standard,1,100,61,18.0,45,5,512.89,26018,0,SILVER
465,M,0.0,True,LOMBARDIA,8,premium,1,141,61,26.333333333333332,61,5,267.34,719877,0,SILVER
466,M,1.0,False,SICILIA,7,premium,1,107,61,35.333333333333336,0,5,269.08,775885,0,SILVER
467,F,1.0,True,LOMBARDIA,34,standard,1,232,61,41.25,65,5,271.05,28265,0,SILVER
468,F,1.0,True,LAZIO,29,business premium,1,202,61,37.0,4,4,630.0999999999999,617630,0,SILVER
469,M,1.0,True,PIEMONTE,45,standard,1,66,61,16.5,33,4,267.56999999999994,835229,0,SILVER
470,M,1.0,True,PIEMONTE,21,premium,1,155,61,38.0,29,4,224.40000000000003,714907,0,SILVER
471,M,1.0,True,VENETO,5,standard,1,168,61,41.666666666666664,21,4,259.77000000000004,682598,0,SILVER
472,F,1.0,True,SICILIA,6,premium,1,142,61,31.666666666666668,45,4,450.05,735216,0,SILVER
473,M,0.0,False,CAMPANIA,3,premium,1,80,61,7.0,65,4,261.1,814580,0,SILVER
474,M,0.0,False,LAZIO,37,premium,1,248,62,38.25,41,5,312.42,541810,0,SILVER
475,M,1.0,True,PIEMONTE,1,standard,1,121,62,34.0,33,4,226.84999999999997,757472,0,SILVER
476,M,1.0,True,LAZIO,33,premium,1,69,62,12.0,44,4,764.5300000000001,830244,0,SILVER
477,F,1.0,True,VENETO,18,premium,1,146,62,62.0,6,4,1476.6000000000001,728847,0,SILVER
478,M,1.0,True,LOMBARDIA,34,standard,1,67,62,6.666666666666667,45,5,383.51,103939,0,SILVER
479,M,1.0,True,CAMPANIA,38,standard,1,142,62,25.25,39,5,798.5300000000002,733865,0,SILVER
480,M,1.0,True,CAMPANIA,3,business premium,1,181,62,59.0,63,4,514.15,656715,0,SILVER
481,F,1.0,True,LOMBARDIA,32,standard,1,299,63,55.5,53,5,679.13,463447,0,SILVER
482,M,1.0,True,LOMBARDIA,16,standard,1,135,63,19.5,55,5,726.1999999999999,33925,0,SILVER
483,M,1.0,True,LOMBARDIA,43,business standard,1,140,63,29.666666666666668,48,4,596.78,738078,0,SILVER
484,F,1.0,True,LAZIO,29,premium,1,69,63,33.0,36,5,412.38,830228,0,SILVER
485,M,1.0,True,VENETO,27,standard,1,100,63,18.0,32,4,340.27,784851,0,SILVER
486,F,1.0,True,EMILIA ROMAGNA,11,standard,1,449,64,74.25,46,5,241.28999999999996,170888,0,SILVER
487,M,1.0,True,EMILIA ROMAGNA,41,standard,1,149,64,34.333333333333336,45,5,253.07,724250,0,SILVER
488,F,1.0,False,CAMPANIA,35,premium,1,122,64,27.333333333333332,28,4,222.15,756458,0,SILVER
489,M,1.0,True,VENETO,27,premium,1,66,64,7.666666666666667,42,4,2845.34,749978,0,SILVER
490,M,1.0,False,LAZIO,13,premium,1,87,64,28.5,29,4,1242.1000000000001,804688,0,SILVER
491,M,0.0,False,PIEMONTE,45,premium,1,178,64,44.0,45,4,726.6,662949,0,SILVER
492,M,1.0,True,PIEMONTE,45,premium,1,93,64,17.0,6,5,595.3100000000001,795733,0,SILVER
493,M,1.0,False,LOMBARDIA,1,standard,1,85,64,15.333333333333334,36,4,1273.49,807780,0,SILVER
494,M,0.0,True,EMILIA ROMAGNA,41,premium,1,152,64,28.0,37,5,587.01,12692,0,SILVER
495,M,1.0,True,UMBRIA,9,standard,1,402,64,86.0,56,4,625.99,269248,0,SILVER
496,M,1.0,False,FRIULI VENEZIA GIULIA,4,premium,1,134,65,31.0,39,5,649.17,495231,0,SILVER
497,F,1.0,True,LOMBARDIA,48,business premium,1,91,65,29.0,3,4,554.6899999999999,798598,0,SILVER
498,M,1.0,False,CAMPANIA,1,standard,1,69,65,17.0,30,4,264.13,830205,0,SILVER
499,M,1.0,False,EMILIA ROMAGNA,14,premium,1,186,65,35.0,64,4,378.25,625688,0,SILVER
500,M,1.0,False,MARCHE,9,premium,1,107,65,33.666666666666664,4,4,311.96000000000004,776141,0,SILVER
501,M,1.0,True,UMBRIA,9,standard,1,111,65,11.666666666666666,64,5,517.84,54464,0,SILVER
502,M,1.0,True,LOMBARDIA,49,premium,1,90,65,16.333333333333332,39,4,799.5999999999999,723204,0,SILVER
503,M,1.0,False,LOMBARDIA,17,premium,1,105,65,18.666666666666668,48,5,951.24,778560,0,SILVER
504,F,1.0,True,LAZIO,33,premium,1,430,66,13.666666666666666,44,5,315.46999999999997,210709,0,SILVER
505,F,1.0,False,CAMPANIA,3,business standard,1,75,66,13.0,33,5,1127.44,631838,0,SILVER
506,M,1.0,False,LOMBARDIA,30,standard,1,320,66,105.0,3,5,749.72,428148,0,SILVER
507,F,1.0,False,SICILIA,7,premium,1,171,66,34.5,31,5,316.36,675089,0,SILVER
508,F,1.0,True,EMILIA ROMAGNA,41,standard,1,311,67,92.66666666666667,31,5,409.73,61744,0,SILVER
509,M,1.0,True,UMBRIA,9,premium,1,208,67,45.0,50,4,369.46,32400,0,SILVER
510,M,1.0,True,VENETO,44,premium,1,101,67,27.0,10,4,811.3,763208,0,SILVER
