,Unnamed: 0.1,Unnamed: 0,order_id,customer_id,store_id,product_id,direction,gross_price,price_reduction,perc_price_reduction,purchase_datetime,TBS,churn
2425,8923,10705,c0f05675d6474e34c297172c5e7eb81a,6263,26,32308962,1,5.95,0.0,0.0,2023-03-17,125.0,1.0
2446,8991,10822,94d33471a23b1213dc22daecd0cbb976,6336,22,36578346,1,14.9,0.0,0.0,2023-01-08,134.0,1.0
2447,8999,10830,24a0e43745cf7f1ad6938293f4b17af4,6387,20,81274747,1,23.95,0.05,0.208768267223382,2023-01-18,258.0,1.0
2457,9022,10853,7cfeefa369069ec711dc7f0d9e550729,6405,20,81274749,1,16.44,1.32,8.02919708029197,2023-04-03,162.0,1.0
2461,9046,10895,daf64050c39f86e0962e7ac30852be6c,6433,20,36225595,1,23.98,0.0,0.0,2022-12-16,199.0,1.0
2469,9074,10963,3db72fc1195d16385a1e45aaede15a69,6439,20,35616763,1,4.99,0.0,0.0,2023-01-29,150.0,1.0
2480,9090,10979,dd5868c1e8c11665869a3928cd3a26d9,6448,20,32882024,1,1.0,0.0,0.0,2023-01-09,116.0,1.0
2486,9105,10994,5631b963782882bdfc1703929557306f,6462,20,36216383,1,5.9,0.0,0.0,2022-12-02,151.0,1.0
2506,9182,11072,218c739fd672462b41e31b9bca6fdcb5,6535,27,33929175,1,2.85,0.0,0.0,2023-01-27,160.0,1.0
2522,9232,11122,5749ec5b04b8a5519b69daa20b1e1db3,6563,13,34337520,1,2.96,0.0,0.0,2022-10-23,112.0,1.0
2530,9258,11152,153ac615dcb70ac08211a3a89c06c637,6600,33,35736680,1,0.22,0.0,0.0,2023-04-17,198.0,1.0
2531,9261,11155,b17c8dab2a936a504bc57426d8e79e49,6612,20,36087324,1,6.9,0.0,0.0,2023-03-11,242.0,1.0
2532,9264,11158,f573e5eae87ab4acfa06826ffa1516ac,6613,34,36664502,1,15.9,0.0,0.0,2023-04-03,151.0,1.0
2551,9306,11200,85555e4ce1debd0b8de46cd09c1f5275,6658,7,48090826,1,2.99,0.0,0.0,2023-04-10,107.0,1.0
2562,9343,11238,8b6b35e914b6a875daa464a3e3c41f52,6693,26,34567022,1,7.99,0.0,0.0,2023-02-09,211.0,1.0
2590,9414,11310,72aa7fbca0e44a5fd55451b3a23e22d9,6718,41,33492242,1,8.03,0.0,0.0,2023-02-28,107.0,1.0
2598,9450,11351,4b3b7cc1f968d946ca28c03da0ca9679,6734,23,34578922,1,49.9,0.0,0.0,2023-03-30,132.0,1.0
2607,9505,11406,ac2700a8f0ed43d07ce5bb473d0769a1,6759,23,36323630,1,51.8,0.0,0.0,2023-01-12,147.0,1.0
2608,9510,11411,3739068a2fe49ca9135aff478baefb4e,6761,23,35122983,1,7.96,0.0,0.0,2022-11-24,189.0,1.0
2611,9524,11425,7de6e42272285b2fa2e5c527a5cd56f8,6779,11,81265320,1,3.5,0.0,0.0,2023-01-14,130.0,1.0
2637,9593,11494,3ed9cec8a740382422cf12faaac52ada,6814,16,33700716,1,0.2,0.0,0.0,2023-03-03,268.0,1.0
2648,9629,11531,6adba81e7b639d204d46ed49ce7cd641,6828,17,35301140,1,6.99,0.0,0.0,2022-11-30,109.0,1.0
2649,9630,11532,15b0757621ec2f4fdf509814880959c0,6828,17,33794453,1,4.99,0.0,0.0,2023-04-18,139.0,1.0
2656,9680,11585,2104944def39ec794b24bfe0a543d054,6864,21,36302525,1,21.99,4.09,18.5993633469759,2022-12-11,143.0,1.0
2665,9710,11617,d12ee191fd7dfd1877f74e98fb2ed18b,6886,14,35851116,1,1.8,0.0,0.0,2023-01-31,121.0,1.0
2667,9789,11708,7c6fa538594276da840a8a9204fdaf4a,6892,17,33700716,1,0.2,0.0,0.0,2022-12-12,159.0,1.0
2669,9808,11727,ef399a164c57621bfbf1affeb27d68bd,6933,15,33995766,1,1.95,0.0,0.0,2023-01-20,118.0,1.0
2697,9902,11822,e9b5bb3384d5a47c39aa9578615bccee,7004,34,35609343,1,0.55,0.0,0.0,2023-01-13,117.0,1.0
2722,9959,11879,262057761b880641ce848fd74452c528,7032,40,34903393,1,2.5,0.0,0.0,2023-02-19,178.0,1.0
2727,9976,11899,c524bfbe89428b28d27020f1ffc2e645,7044,40,35199045,1,2.45,0.0,0.0,2023-03-26,202.0,1.0
2729,9988,11911,1614d660e30db5c46821cf7b3ed186cb,7083,28,33797925,1,13.99,0.0,0.0,2023-03-24,308.0,1.0
2731,9998,11921,6a8cf59dcd91d63f26b62dc59579c5d3,7099,18,35294945,1,3.9,0.0,0.0,2022-12-01,121.0,1.0
2734,10009,11935,abc67d405463b6ac4b2ea578d46c3d3b,7105,20,33241705,1,11.5,0.0,0.0,2023-04-25,207.0,1.0
2738,10027,11953,c7ba1f050bb6292138d8b5e0b5b8a128,7133,37,32388923,1,4.2,0.0,0.0,2023-02-02,213.0,1.0
2766,10167,12093,538e2a46dba360acc56af964fdbef563,7174,34,36586333,1,4.65,0.0,0.0,2022-12-20,223.0,1.0
2777,10211,12137,933264e487df132fe9393676cf80f3be,7237,49,36217874,1,5.5,0.0,0.0,2022-12-11,197.0,1.0
2779,10215,12141,33d605895d58f75ec42dcc5106bb6a0f,7245,20,35851025,1,8.9,0.0,0.0,2023-01-16,197.0,1.0
2800,10270,12196,971c40952575fe263b412484f71b829e,7281,34,33700716,1,0.2,0.0,0.0,2022-12-30,205.0,1.0
2805,10284,12210,0482332953179eac459426dc0324927a,7312,27,33700716,1,0.2,0.0,0.0,2023-04-17,318.0,1.0
2815,10329,12255,7a7ecebd707a73783a261ae7f89e5cd5,7319,10,36316273,1,6.99,0.0,0.0,2023-01-18,163.0,1.0
2818,10340,12266,3c3566dbeedc7c0de1ba4738e5d12716,7339,27,34609722,1,5.9,0.0,0.0,2023-02-27,171.0,1.0
2820,10350,12276,724261c2108eadca4a33687d926ad128,7347,10,33700716,1,0.2,0.0,0.0,2023-03-28,141.0,1.0
2868,10654,12602,dad13798deefbf988243e8e4eede498e,7415,36,33700716,1,0.2,0.0,0.0,2023-04-04,233.0,1.0
2896,10739,12688,fe26fc683ca2241811c3c06b2662ee60,7492,12,35651336,1,20.97,0.0,0.0,2023-02-02,133.0,1.0
2910,10790,12741,0970465421f534a35b086af0f4a03421,7517,28,35315231,1,3.25,0.0,0.0,2023-03-20,253.0,1.0
2918,10819,12771,c3c63afb566ced6961574b8324eebcff,7554,23,81253733,1,73.38,0.0,0.0,2023-03-28,125.0,1.0
2922,10841,12795,ff98a0fb09aba0bbedb21656a248fc28,7556,37,33817091,1,0.5,0.0,0.0,2022-11-02,137.0,1.0
2954,10957,12914,b75ba0a43c75b41c533c359c5f676c90,7635,41,35209181,1,21.99,0.0,0.0,2023-01-02,136.0,1.0
2988,11066,13035,ebeb491a856fa891522b752585978e57,7738,37,36166564,1,2.49,0.0,0.0,2023-04-01,256.0,1.0
2998,11087,13056,d5f2aa0446d575d3adc8537924a8d467,7786,41,33883955,1,226.0,0.0,0.0,2023-03-05,122.0,1.0
3006,11125,13094,7b90f9aafa866a168f7bbfd81fce6891,7793,37,32882024,1,1.0,0.0,0.0,2023-04-29,126.0,1.0
3009,11140,13110,cf352d5a51d9b0ba1f3bdcfdd508c7a1,7810,34,35603176,1,11.15,0.0,0.0,2023-02-14,114.0,1.0
3029,11208,13180,9a583ae3b56de11a4450c88b6921e152,7835,16,35275114,1,15.96,0.04,0.2506265664160401,2022-12-17,112.0,1.0
3044,11273,13248,fa7956884f4029a9983025d00eb5f4c9,7882,11,33700716,1,0.2,0.0,0.0,2023-02-10,130.0,1.0
3098,11443,13427,b7ae70fb93220f377d934c49b8d301da,8036,25,33817091,1,0.5,0.0,0.0,2023-01-28,208.0,1.0
3111,11483,13468,85c7830a32208745c311cf6491571784,8057,25,33700716,1,0.2,0.0,0.0,2022-12-09,129.0,1.0
3129,11537,13524,bb4d023fde46457a933169a755c3f8a2,8087,43,36236186,1,99.9,9.99,10.0,2023-04-30,143.0,1.0
3177,11738,13726,56fe37c0638efeb92f795ec4c35f292c,8230,20,34608833,1,2.99,0.0,0.0,2023-04-30,182.0,1.0
3187,11761,13749,46f86cfe43f11c04cb80fc2873cad454,8260,17,32425533,1,0.99,0.0,0.0,2023-03-09,281.0,1.0
3213,11839,13827,97b54328200a62369dcc47e1390b8626,8368,36,32440331,1,5.2,0.0,0.0,2023-02-17,121.0,1.0
3223,11872,13860,3fc2a40c131671e0732663a23952e4dc,8387,27,34595344,1,26.6,0.0,0.0,2022-11-09,148.0,1.0
3225,11877,13865,134560a5f37913b1694824fc49c4481f,8391,21,34334643,1,29.0,0.0,0.0,2023-01-04,163.0,1.0
3248,11926,13922,f9f8c7167b97798531b09d48aa5795e8,8451,44,33700716,1,0.2,0.0,0.0,2023-04-08,193.0,1.0
3267,11962,13963,f4246dd8433a9ca03da7d0a178833e8a,8476,44,32553010,1,2.0,0.0,0.0,2023-03-22,131.0,1.0
3281,12014,14016,ec08c00b17b68f6b56c37505867b83c2,8583,40,36237705,1,10.9,0.0,0.0,2022-11-12,132.0,1.0
3313,12115,14117,e4a5eac51e662c17510821eb92555f40,8623,34,32646124,1,1.9,0.0,0.0,2023-01-20,174.0,1.0
3352,12248,14250,0ded3a3169a67c35e95dd9bb606721f3,8653,42,35875322,1,1.05,0.0,0.0,2023-02-12,133.0,1.0
3365,12293,14295,f0f77e49948a81eb41dd0e42908808d2,8663,30,33817091,1,0.5,0.0,0.0,2022-12-27,144.0,1.0
3367,12297,14299,22a2a42714ca8f103107585fb7019c5a,8664,25,33700716,1,0.2,0.0,0.0,2023-02-11,146.0,1.0
3401,12421,14428,8f3be67fc37b1e361026e07ee08b55fc,8767,24,35442596,1,2.8,0.0,0.0,2023-04-12,257.0,1.0
3424,12500,14508,59a895b63e2d9dd28ab32bfc23b81a79,8847,25,35185661,1,6.99,0.0,0.0,2023-04-04,175.0,1.0
3449,12585,14593,cccdc8ace6bec74c52f70dd132668dac,8932,5,81259552,1,19.98,0.0,0.0,2022-12-28,158.0,1.0
3453,12592,14600,297364cf7e42b18ba387df527db45019,8957,29,33700716,1,0.2,0.0,0.0,2022-09-28,112.0,1.0
3469,12672,14683,e4be4ecb2b9694203a0e7f8116f67f06,9020,38,30327682,1,1.7,0.0,0.0,2022-12-29,234.0,1.0
3478,12705,14717,3fa57750b0921dac2139fcbe25257a77,9037,41,35890113,1,2.5,0.0,0.0,2023-02-16,245.0,1.0
3482,12713,14725,ad4f1f93a26e0c6bdce00b090ba148d1,9050,3,32381916,1,1.5,0.0,0.0,2022-11-01,157.0,1.0
3493,12782,14794,e1e7297ad04532e33d1c8e51d91f99c1,9088,38,33700716,1,0.4,0.0,0.0,2022-11-17,109.0,1.0
3504,12830,14842,79779eea3dc17fda9b54a94385742189,9177,9,31334303,1,4.15,0.0,0.0,2023-02-25,115.0,1.0
3521,12877,14904,765a2817199de02e243d8a9fe9b5ebf6,9210,12,33120913,1,5.6,0.0,0.0,2023-03-30,180.0,1.0
3550,12957,14984,a01706dabe30faeef9a206838abd441b,9261,17,35875063,1,0.52,0.0,0.0,2023-03-30,112.0,1.0
3559,12997,15029,aebb5c8bcbee09a93e1ea011e113447d,9270,34,32497906,1,2.6,0.0,0.0,2023-02-02,133.0,1.0
3563,13022,15059,136a63120cabcc44b8ec821c7dffe85b,9275,12,34663923,1,13.98,0.0,0.0,2022-12-27,139.0,1.0
3564,13023,15060,a321eea9d2dbc1c074b16e594eeeb687,9275,12,35929054,1,1.99,0.0,0.0,2023-04-26,120.0,1.0
3565,13028,15065,0b7a63344901f71c0ff5874056ff1fb0,9284,14,35918470,1,5.99,1.09,18.196994991652755,2022-12-08,184.0,1.0
3601,13123,15161,96dc5cc8f76fe5c7eb336638a370c025,9351,15,33815845,1,44.0,0.0,0.0,2022-11-27,113.0,1.0
3617,13155,15193,805ab7f49530d29811df60324727eb8e,9353,43,35467376,1,7.5,0.0,0.0,2023-04-24,208.0,1.0
3619,13163,15201,9c1a798c85fc1113a16f5e90530dfe75,9386,20,35998025,1,71.6,0.0,0.0,2023-01-22,141.0,1.0
3621,13169,15207,f2545f6b5d432eb20b81c0bb792a4fd7,9388,17,36547966,1,3.99,0.0,0.0,2022-09-20,115.0,1.0
3659,13260,15303,111221f96d014768242f7a217f009a1d,9409,40,36500611,1,7.99,0.0,0.0,2023-02-26,198.0,1.0
3675,13317,15367,863a621dfdba02fb7c5fad242f0f63bb,9437,30,36101576,1,0.99,0.0,0.0,2023-02-23,252.0,1.0
3698,13396,15454,9887e89db19875f48e9d0e73dcc9a416,9471,11,82042965,1,3.25,0.0,0.0,2023-03-22,121.0,1.0
3702,13403,15462,496a0c76808848024458ee80103d1084,9484,29,36128162,1,2.49,0.25,10.04016064257028,2023-01-11,182.0,1.0
3710,13428,15487,c210104e2fb7359cc5cfe7fe46bb4d0e,9514,21,35301140,1,6.99,0.0,0.0,2023-03-30,132.0,1.0
3728,13462,15521,fd03881fa9b3836fae0671a3502929d0,9524,24,33120913,1,2.8,0.0,0.0,2023-04-27,260.0,1.0
3764,13601,15677,2daa53fc974ec24b36b524aed5b6af13,9644,37,33241705,1,23.0,2.0,8.695652173913043,2023-03-19,160.0,1.0
3765,13607,15683,e57955020cc2af563eab0e5cbc6ba3a4,9670,15,33700716,1,0.2,0.0,0.0,2022-09-24,108.0,1.0
3779,13660,15739,46a488f3cda39c159d2484dc4fa6f911,9711,15,33348833,1,2.99,0.0,0.0,2023-03-02,193.0,1.0
3782,13672,15751,bfd9f7743f1727d28a1ab45863fcac75,9712,41,30097291,1,1.2,0.0,0.0,2023-04-17,145.0,1.0
3809,13753,15835,b3807b5695df53d1338f050d69c52e84,9745,2,35266644,1,6.9,0.0,0.0,2023-04-20,161.0,1.0
3816,13772,15858,48617dda3d0df2c25eb53ff72580eefe,9771,17,81259544,1,11.97,0.0,0.0,2022-12-17,174.0,1.0
3819,13777,15863,d052092749859155730cf3b913a17487,9773,34,33817091,1,0.5,0.0,0.0,2022-11-01,110.0,1.0
3822,13782,15868,1e486a91c093dcf595879667bb5be217,9776,39,32078802,1,5.8,0.0,0.0,2023-03-03,176.0,1.0
3841,13852,16672,b0a680ab8f63a271ffaeb431d215ee68,9844,39,34843564,1,0.8,0.0,0.0,2023-03-21,236.0,1.0
3844,13862,16682,1bc9d51d9c12058aedd16b89fa24cfe6,9861,29,36530235,1,0.99,0.0,0.0,2022-12-01,184.0,1.0
3864,13940,16761,d9ce23670ab9bb522447df5c38197a6a,9928,19,30153872,1,3.5,0.0,0.0,2023-04-02,132.0,1.0
3866,13944,16765,8ffd2aa0c5181162c2f7f44c0f2cec86,9939,40,36501640,1,1.8,0.0,0.0,2023-03-09,169.0,1.0
3881,13986,16808,2975974dc99cd4d51aec66ec4ad0e539,9976,16,32440331,1,2.6,0.0,0.0,2023-04-18,130.0,1.0
3883,13997,16819,7111fca4474683780cc308627e1945ff,9981,10,36475103,1,5.99,0.0,0.0,2023-03-16,125.0,1.0
3886,14013,16837,8e4cba86632ca2cbd4f7dbf8344a12f7,9986,9,81274743,1,28.14,0.06,0.2132196162046908,2022-11-17,137.0,1.0
3911,14089,16913,40cb067b606b0104046b02f099f1c49e,10054,43,33937225,1,5.6,0.0,0.0,2023-03-04,129.0,1.0
3914,14097,16921,035533c3628ece2df8f50f25808ff4df,10086,38,36216355,1,7.9,0.0,0.0,2022-12-28,164.0,1.0
3918,14106,16930,f905ac7b798ae0b0ddd258450a2a3905,10087,33,35944090,1,2.75,0.0,0.0,2022-10-13,126.0,1.0
3941,14178,17007,9baf6e2a82459a3558816e6a1efa9cc5,10192,35,35333116,1,1.99,0.0,0.0,2023-01-20,113.0,1.0
3974,14277,17109,16c4ec047dea2151916a3c70d7194389,10309,25,33997705,1,6.99,0.0,0.0,2023-02-13,145.0,1.0
3976,14281,17113,ff0ffe056fd2d2b01eddf6cc0ec7f1a8,10317,14,35333095,1,1.99,0.0,0.0,2022-11-28,135.0,1.0
4011,14419,17258,474a661813adae3be18ee9edd57f02bb,10385,47,36103683,1,1373.9,55.0,4.00320256204964,2022-12-29,173.0,1.0
4034,14489,17329,9e14e647a0b43d0cb993c3244afd8707,10414,20,34982934,1,59.9,0.0,0.0,2022-11-28,143.0,1.0
4051,14549,17407,c03521bd283ec51547bf57a4f0415067,10462,14,35849856,1,3.85,0.0,0.0,2022-11-22,156.0,1.0
4054,14567,17427,40b181af68933a069e1b25348623796c,10479,15,35221403,1,6.38,1.48,23.197492163009404,2022-12-18,122.0,1.0
4091,14679,17550,eb7404dcb3953b153e59346ddc888505,10534,8,33937722,1,0.53,0.0,0.0,2022-11-13,107.0,1.0
4093,14684,17555,f811548908e52ae6173233412130cfa8,10538,34,34899851,1,3.99,0.0,0.0,2022-09-28,111.0,1.0
4116,14760,17633,651e477888bd48a0ba8f90f215bc3ee2,10584,17,81273175,1,5.98,0.0,0.0,2023-03-17,202.0,1.0
4145,14873,17746,de5b6018658c07c7b49cc0cba9c10f8d,10662,41,31002643,1,4.95,0.0,0.0,2023-03-11,163.0,1.0
4152,14886,17760,5d8404dffcd02e832dc892adbe33760d,10666,37,33700716,1,0.2,0.0,0.0,2023-04-12,315.0,1.0
4153,14888,17762,2d16717d9d2494c0cd99ecdc57168114,10674,40,35439145,1,2.95,0.0,0.0,2022-12-02,182.0,1.0
4156,14894,17768,a096bb2144fbf9b3aa1bcafff2ea31ec,10682,26,31988236,1,4.2,0.0,0.0,2023-01-17,196.0,1.0
4160,14905,17784,7a8f00554d714c1cec3efc560430801c,10701,33,34554331,1,3.99,0.0,0.0,2023-04-10,198.0,1.0
4164,14919,17798,e70902eeea115324e99cbd4b6ffbfd0d,10738,40,30749243,1,5.95,0.85,14.285714285714285,2022-10-01,146.0,1.0
4170,14933,17812,d50fa975d0f5b08bb20a3aef94f104e9,10752,15,33700716,1,0.2,0.0,0.0,2022-12-27,108.0,1.0
4183,14982,17862,77c92f73944883e542cad6022c6c0b7f,10784,46,34126106,1,1.65,0.0,0.0,2023-04-20,140.0,1.0
4185,14986,17866,3f1a2e86eeb6471a8c6570654ee05593,10792,16,35333116,1,1.99,0.0,0.0,2022-11-22,130.0,1.0
4192,14997,17878,21899adf1c7b36e641fbaa476b4b00e8,10803,46,34060782,1,5.35,0.0,0.0,2023-03-31,135.0,1.0
4204,15037,17918,ede6eb40632fa891a8f316a435a961a0,10828,15,34567022,1,7.99,0.0,0.0,2023-03-12,183.0,1.0
4263,15268,18150,69e694768c17b6c842db654127222f55,10877,29,33700716,1,0.2,0.0,0.0,2022-12-19,231.0,1.0
4265,15277,18160,0b21feef101900a3376f8eab1d3ec979,10880,21,33817091,1,0.5,0.0,0.0,2022-12-15,175.0,1.0
4273,15300,18186,afc7ac2179c2032b0df863eb20d32471,10906,10,35099736,1,4.99,0.0,0.0,2023-04-07,182.0,1.0
4275,15306,18192,fd84fa3273292b89fcb7c2048fe74084,10909,46,32308962,1,5.9,0.0,0.0,2022-11-13,127.0,1.0
4279,15311,18197,462f50cfbca64022d0c5cb04d1c2ccb1,10922,8,34060866,1,31.96,0.0,0.0,2023-04-02,258.0,1.0
4280,15315,18201,f5756226da87237567fb4b4f9afa0d6d,10934,6,34567022,1,7.99,0.0,0.0,2023-04-01,175.0,1.0
4287,15333,18220,a7cecbbb45dda7eea123086470f77232,10940,25,33817091,1,0.5,0.0,0.0,2023-04-20,212.0,1.0
4291,15344,18231,3084b65e5b23d2f9ec603e061aaa5db0,10948,47,35738241,1,1.99,0.0,0.0,2022-09-11,113.0,1.0
4296,15365,18253,a288b91fb702c7ce3f0bf3f54499dbb2,10996,35,35606403,1,3.95,0.0,0.0,2022-12-12,169.0,1.0
4328,15455,18346,69febfd2b80ce1733730b0e5c2784c70,11032,12,35180012,1,6.75,1.85,27.40740740740741,2022-12-18,219.0,1.0
4333,15463,18354,76e78cfebc5672b0542067f2fa5e6703,11038,29,35616784,1,4.99,0.0,0.0,2023-01-20,110.0,1.0
4377,15705,18629,eb74660d0b25fd13b148413dfb960044,11120,10,35275114,1,19.95,0.05,0.2506265664160401,2022-11-13,190.0,1.0
4401,15757,18681,65b255fd213048d6ad46fbccf63867dd,11143,34,35963396,1,44.3,0.0,0.0,2023-02-21,133.0,1.0
4417,15807,18733,a9e62faeba14dedee013c8c2acbdf1cb,11185,36,36217916,1,1.69,0.0,0.0,2022-09-07,113.0,1.0
4418,15808,18734,05bdb36bdbc2670790939d30bfc68fbb,11185,10,30097340,1,2.99,0.0,0.0,2023-01-06,121.0,1.0
4452,15892,18822,12873cde2bb6c9a29c029580b0dbfbef,11227,17,35132664,1,66.0,0.0,0.0,2023-04-10,207.0,1.0
4457,15908,18838,f6817fb81108f6b1a14eaa0422601973,11256,7,82019008,1,2.99,0.0,0.0,2023-03-30,209.0,1.0
4480,15972,18904,d21c70b37bce929bb12292edc3d97059,11329,38,36328775,1,59.7,0.0,0.0,2023-03-28,281.0,1.0
4495,16013,18945,45abda2f2f811a64d799a77277de9ad9,11378,13,34452173,1,29.4,2.94,10.0,2023-03-28,116.0,1.0
4503,16047,18981,1b1b4010db3d88210aeaee9f7e1a4773,11395,35,34504183,1,3.9,0.0,0.0,2023-03-08,125.0,1.0
4516,16081,19015,33f270132da800d6e31d611000b3243b,11429,34,30409624,1,12.2,0.0,0.0,2022-12-30,224.0,1.0
4519,16089,19024,fec2ed3602e2e8d05f7ef02a8624faf8,11434,17,35071932,1,1.95,0.0,0.0,2023-04-27,236.0,1.0
4520,16098,19033,9c9b546ce818abe85964de97ba5a3cac,11438,9,33817091,1,0.5,0.0,0.0,2023-02-03,161.0,1.0
4522,16108,19043,bd6d4f3747998faa8c8ed891fe0c8348,11442,40,36245713,1,9.99,0.0,0.0,2023-02-24,126.0,1.0
4527,16125,19060,069fde57d29d6a93c0e068f233c7b076,11460,17,33700716,1,0.2,0.0,0.0,2022-09-30,141.0,1.0
4552,16233,19186,05ade4c6d03c54181973bef9160502dd,11653,17,34566980,1,7.99,0.0,0.0,2023-02-23,118.0,1.0
4565,16283,19236,5e829c254134a19e18bbc5350b6e07f8,11672,33,36276954,1,19.9,0.0,0.0,2023-03-09,132.0,1.0
4566,16286,19239,9f0526cb708a9d6b852d667dfe3c487d,11682,35,35456050,1,5.9,0.0,0.0,2022-10-28,120.0,1.0
4571,16293,19246,f6cfadbc4e29c9d995a8727150429de6,11685,9,81274743,1,76.35,0.15,0.1964636542239685,2023-01-20,159.0,1.0
4572,16298,19251,5098af63e152a75d9d8fa79d092eb81f,11717,29,35609371,1,0.85,0.0,0.0,2022-10-21,126.0,1.0
4592,16364,19318,43e1b30f0b8642d7e9cbf93599298783,11790,27,32882024,1,1.0,0.0,0.0,2023-01-06,126.0,1.0
4605,16428,19384,eb7b70d8896cebadf361d9498b782f8b,11873,14,36578346,1,14.9,0.0,0.0,2022-11-19,135.0,1.0
4610,16448,19404,4633c4d95c02041ae0c827a345a160f5,11877,37,35806673,1,1.8,0.0,0.0,2022-10-02,108.0,1.0
4622,16515,19480,f5489c398443f34c720725de129d9610,11942,35,33700716,1,0.2,0.0,0.0,2023-04-10,232.0,1.0
4635,16595,19561,cdb27f1cb9a6de3fc12b2e1447b6ee72,11984,34,35616812,1,4.99,0.75,15.03006012024048,2022-12-05,107.0,1.0
4650,16650,19617,c7ef857a401593d297216813a95101f6,12005,30,36298122,1,12.42,0.02,0.1610305958132045,2023-01-19,108.0,1.0
4653,16660,19629,06c705d1d19c49f52c9e990c595f97b3,12021,20,32388923,1,2.1,0.0,0.0,2023-02-28,274.0,1.0
4659,16672,19641,6e6a48bd986bb4d42de27f04704c72cc,12029,34,35315231,1,3.25,0.0,0.0,2023-01-24,121.0,1.0
4660,16675,19644,d7fcf55aa258a9be202bf7026550af11,12033,26,35209202,1,2.97,0.0,0.0,2022-11-22,129.0,1.0
4671,16702,19695,1005c0f4dbaf614cb460cfe4cc45a05a,12067,20,81256071,1,4.38,0.38,8.675799086757992,2023-01-19,165.0,1.0
4686,16750,19749,a770c6999158fe73459a6561ed25d62e,12160,22,35930944,1,0.75,0.0,0.0,2023-01-27,201.0,1.0
4690,16758,19757,96f1882fc5855e559959d1bd61919e18,12163,43,35748790,1,0.17,0.0,0.0,2022-09-01,116.0,1.0
4743,16889,19895,83281e068b6f09b5f1f222fa65cf4217,12296,2,32450915,1,9.9,0.0,0.0,2022-12-02,124.0,1.0
4748,16896,19902,e047e0956747b03695460bb3b4a8217e,12298,28,36328803,1,19.9,0.0,0.0,2022-12-01,210.0,1.0
4749,16900,19906,093696fa9f341f3b7c51290d3434991c,12298,28,33700716,1,0.2,0.0,0.0,2023-04-09,129.0,1.0
4751,16908,19914,0448a7f0945f0d98ea7d5f56cab100f2,12331,34,35890113,1,2.5,0.0,0.0,2022-10-12,128.0,1.0
4756,16923,19929,12206e0a7bb3dcee5d4d996a856508cd,12332,17,35881986,1,1.19,0.0,0.0,2023-01-31,230.0,1.0
4767,16957,19963,618331833b1ddb6270b6ad9526d50c0f,12412,25,35085603,1,2.7,0.0,0.0,2022-10-28,122.0,1.0
4795,17064,20070,1ac2afd4e65f6015be2b87da7dcfd652,12426,33,34345066,1,25.2,0.0,0.0,2022-10-13,131.0,1.0
4803,17094,20100,99ad244911750123d36744713f3bef1d,12452,42,33700716,1,0.2,0.0,0.0,2023-04-01,118.0,1.0
4838,17192,20203,2df5843c4cb33afa483cb3b9699106eb,12567,34,35543956,1,50.97,0.0,0.0,2023-02-04,144.0,1.0
4840,17197,20208,d6f417fb4b0f0d7b78706a61587caabe,12604,46,36214080,1,0.6,0.0,0.0,2023-01-10,206.0,1.0
4897,17396,20464,8bb56cd115320a58c4d45445ad613d3c,12765,17,33700716,1,0.2,0.0,0.0,2023-02-13,224.0,1.0
4899,17407,20475,48947501dfe87b4e442f4084271db67d,12779,39,33120913,1,5.6,0.0,0.0,2023-04-24,123.0,1.0
4916,17455,20523,31f0a355e7ce7e9c783bad6a1a9ca3ef,12822,16,35738633,1,4.99,0.0,0.0,2022-11-17,161.0,1.0
4926,17491,20559,60c1e78150a8cb9300e57ae5bb609ed1,12848,17,81259479,1,79.92,0.0,0.0,2023-04-26,118.0,1.0
4927,17493,20561,41f50ed41640170f54b92307ba989b35,12853,32,34387612,1,9.95,0.0,0.0,2023-04-01,244.0,1.0
4933,17506,20574,07f744bca3640c5a7f927ad87c4d8178,12868,19,31303076,1,8.9,0.0,0.0,2023-03-02,151.0,1.0
4949,17569,20638,b9c4c87e8973beaf4b9574c512f61073,12918,29,34584116,1,2.5,0.2,8.0,2023-02-11,148.0,1.0
4951,17576,20727,080cc60f1ba4863338e6a7b9e8ee339c,12922,49,35616924,1,8.9,0.0,0.0,2022-09-09,120.0,1.0
4957,17599,20751,6623529ac3288dd808529695db143ed4,12970,41,34947934,1,1.95,0.0,0.0,2022-08-22,107.0,1.0
4958,17602,20754,0fee687ece09a318b4e4245d59494a01,12970,41,32756010,1,6.99,0.0,0.0,2023-02-04,166.0,1.0
4978,17644,20797,7ca7d76235e7c72a3419ca96cf500c62,12993,14,33700716,1,0.2,0.0,0.0,2022-11-17,107.0,1.0
4989,17671,20825,3fa90fd658c64639de15d8e183d31ff0,13010,48,34295702,1,1.4,0.0,0.0,2023-03-28,131.0,1.0
4991,17678,20832,26e23c3c64a67d152d45f613c389f617,13040,40,36245734,1,35.96,0.0,0.0,2022-09-12,130.0,1.0
4999,17711,20865,d542cd3cdf15ed229b423ce7ae8aeaf0,13058,40,81274748,1,9.98,0.02,0.2004008016032064,2023-03-09,128.0,1.0
5006,17739,20895,4e6b32816061a7ea91dfb1a120f2fc18,13095,22,35609252,1,0.8,0.0,0.0,2023-04-06,273.0,1.0
5008,17748,20928,71675dbf62a5dffda7302a6a63389580,13115,30,36501640,1,0.9,0.0,0.0,2022-12-23,126.0,1.0
